event_id,customer_id,event_type,event_date,source
E001280,C0528,signup,2023-01-06,ads
E001281,C0528,signup,2023-01-06,ads
E001282,C0529,signup,2023-03-22,organic
E001283,C0530,signup,2023-03-31,organic
E001284,C0530,trial_start,2023-04-01,organic
E001285,C0531,signup,2023-01-20,ads
E001286,C0531,trial_start,2023-01-21,ads
E001287,C0531,activated,2023-01-25,ads
E001288,C0532,signup,2023-01-23,organic
E001289,C0532,trial_start,2023-01-24,organic
E001290,C0532,churned,2023-04-01,organic
E001291,C0533,signup,2023-02-13,organic
E001292,C0533,signup,2023-02-13,organic
E001293,C0533,trial_start,2023-02-14,organic
E001294,C0533,activated,2023-02-19,organic
E001295,C0534,signup,2023-02-06,organic
E001296,C0534,trial_start,2023-02-07,organic
E001297,C0534,activated,2023-02-09,organic
E001298,C0534,churned,2023-04-03,organic
E001299,C0535,signup,2023-03-08,organic
E001300,C0536,signup,2023-02-06,referral
E001301,C0536,trial_start,2023-02-07,referral
E001302,C0536,activated,2023-02-09,referral
E001303,C0537,signup,2023-02-03,referral
E001304,C0538,signup,2023-01-19,referral
E001305,C0538,signup,2023-01-19,referral
E001306,C0538,trial_start,2023-01-20,referral
E001307,C0538,activated,2023-01-22,referral
E001308,C0538,churned,2023-02-23,referral
E001309,C0539,signup,2023-01-01,outbound
E001310,C0540,signup,2023-03-15,referral
E001311,C0540,trial_start,2023-03-16,referral
E001312,C0540,activated,2023-03-20,referral
E001313,C0541,signup,2023-04-01,ads
E001314,C0541,trial_start,2023-04-02,ads
E001315,C0542,signup,2023-01-18,ads
E001316,C0542,churned,2023-04-03,ads
E001317,C0543,signup,2023-01-29,ads
E001318,C0543,trial_start,2023-01-30,ads
E001319,C0543,activated,2023-02-02,ads
E001320,C0544,signup,2023-04-01,ads
E001321,C0544,churned,2023-05-13,ads
E001322,C0545,signup,2023-01-25,referral
E001323,C0545,trial_start,2023-01-26,referral
E001324,C0545,churned,2023-05-16,referral
E001325,C0546,signup,2023-02-01,ads
E001326,C0546,trial_start,2023-02-02,ads
E001327,C0547,signup,2023-03-02,referral
E001328,C0548,signup,2023-01-17,referral
E001329,C0549,signup,2023-01-01,outbound
E001330,C0549,trial_start,2023-01-02,outbound
E001331,C0550,signup,2023-02-23,ads
E001332,C0550,trial_start,2023-02-24,ads
E001333,C0550,churned,2023-05-08,ads
E001334,C0551,signup,2023-03-09,organic
E001335,C0551,trial_start,2023-03-10,organic
E001336,C0551,activated,2023-03-12,organic
E001337,C0552,signup,2023-03-04,organic
E001338,C0552,trial_start,2023-03-05,organic
E001339,C0552,activated,2023-03-09,organic
E001340,C0553,signup,2023-01-15,outbound
E001341,C0554,signup,2023-02-27,organic
E001342,C0554,trial_start,2023-02-28,organic
E001343,C0554,activated,2023-03-04,organic
E001344,C0555,signup,2023-02-14,ads
E001345,C0556,signup,2023-03-04,organic
E001346,C0556,trial_start,2023-03-05,organic
E001347,C0556,activated,2023-03-08,organic
E001348,C0557,signup,2023-01-08,organic
E001349,C0557,trial_start,2023-01-09,organic
E001350,C0558,signup,2023-02-24,organic
E001351,C0559,signup,2023-02-13,outbound
E001352,C0559,trial_start,2023-02-14,outbound
E001353,C0559,activated,2023-02-16,outbound
E001354,C0560,signup,2023-03-10,outbound
E001355,C0560,trial_start,2023-03-11,outbound
E001356,C0561,signup,2023-01-17,referral
E001357,C0561,trial_start,2023-01-18,referral
E001358,C0562,signup,2023-04-01,ads
E001359,C0562,trial_start,2023-04-02,ads
E001360,C0562,churned,2023-05-07,ads
E001361,C0563,signup,2023-02-16,outbound
E001362,C0564,signup,2023-01-30,organic
E001363,C0564,trial_start,2023-01-31,organic
E001364,C0564,activated,2023-02-04,organic
E001365,C0564,churned,2023-04-01,organic
E001366,C0565,signup,2023-01-05,ads
E001367,C0566,signup,2023-03-04,organic
E001368,C0566,signup,2023-03-04,organic
E001369,C0566,trial_start,2023-03-05,organic
E001370,C0566,activated,2023-03-07,organic
E001371,C0566,churned,2023-04-18,organic
E001372,C0567,signup,2023-03-25,organic
E001373,C0568,signup,2023-01-10,ads
E001374,C0568,signup,2023-01-10,ads
E001375,C0569,signup,2023-01-03,organic
E001376,C0569,signup,2023-01-03,organic
E001377,C0570,signup,2023-01-13,outbound
E001378,C0570,churned,2023-04-30,outbound
E001379,C0571,signup,2023-02-11,referral
E001380,C0572,signup,2023-01-26,organic
E001381,C0572,signup,2023-01-26,organic
E001382,C0573,signup,2023-02-07,organic
E001383,C0573,trial_start,2023-02-08,organic
E001384,C0573,activated,2023-02-11,organic
E001385,C0574,signup,2023-02-18,outbound
E001386,C0574,signup,2023-02-18,outbound
E001387,C0574,trial_start,2023-02-19,outbound
E001388,C0574,activated,2023-02-22,outbound
E001389,C0575,signup,2023-02-27,ads
E001390,C0576,signup,2023-02-27,outbound
E001391,C0576,trial_start,2023-02-28,outbound
E001392,C0577,signup,2023-01-13,ads
E001393,C0577,trial_start,2023-01-14,ads
E001394,C0578,signup,2023-01-19,ads
E001395,C0579,signup,2023-01-08,outbound
E001396,C0579,trial_start,2023-01-09,outbound
E001397,C0579,activated,2023-01-12,outbound
E001398,C0580,signup,2023-02-11,ads
E001399,C0580,trial_start,2023-02-12,ads
E001400,C0581,signup,2023-03-13,outbound
E001401,C0581,trial_start,2023-03-14,outbound
E001402,C0581,activated,2023-03-16,outbound
E001403,C0582,signup,2023-03-07,organic
E001404,C0583,signup,2023-02-24,ads
E001405,C0583,trial_start,2023-02-25,ads
E001406,C0583,churned,2023-04-10,ads
E001407,C0584,signup,2023-01-26,outbound
E001408,C0584,churned,2023-04-20,outbound
E001409,C0585,signup,2023-01-22,organic
E001410,C0585,trial_start,2023-01-23,organic
E001411,C0585,activated,2023-01-28,organic
E001412,C0586,signup,2023-02-07,ads
E001413,C0587,signup,2023-03-08,referral
E001414,C0588,signup,2023-01-19,outbound
E001415,C0588,trial_start,2023-01-20,outbound
E001416,C0589,signup,2023-03-08,referral
E001417,C0589,trial_start,2023-03-09,referral
E001418,C0589,activated,2023-03-12,referral
E001419,C0590,signup,2023-01-22,outbound
E001420,C0590,churned,2023-04-15,outbound
E001421,C0591,signup,2023-01-20,outbound
E001422,C0591,churned,2023-05-19,outbound
E001423,C0592,signup,2023-01-26,outbound
E001424,C0592,trial_start,2023-01-27,outbound
E001425,C0592,activated,2023-01-28,outbound
E001426,C0593,signup,2023-01-09,outbound
E001427,C0593,trial_start,2023-01-10,outbound
E001428,C0593,activated,2023-01-11,outbound
E001429,C0594,signup,2023-02-06,referral
E001430,C0595,signup,2023-02-17,referral
E001431,C0595,trial_start,2023-02-18,referral
E001432,C0595,activated,2023-02-23,referral
E001433,C0596,signup,2023-01-10,outbound
E001434,C0596,trial_start,2023-01-11,outbound
E001435,C0596,activated,2023-01-13,outbound
E001436,C0597,signup,2023-01-17,ads
E001437,C0597,trial_start,2023-01-18,ads
E001438,C0598,signup,2023-03-20,referral
E001439,C0598,trial_start,2023-03-21,referral
E001440,C0598,activated,2023-03-23,referral
E001441,C0599,signup,2023-03-20,ads
E001442,C0599,trial_start,2023-03-21,ads
E001443,C0600,signup,2023-01-18,ads
E001444,C0600,trial_start,2023-01-19,ads
E001445,C0601,signup,2023-01-31,ads
E001446,C0601,trial_start,2023-02-01,ads
E001447,C0601,activated,2023-02-05,ads
E001448,C0602,signup,2023-03-09,referral
E001449,C0602,signup,2023-03-09,referral
E001450,C0602,trial_start,2023-03-10,referral
E001451,C0602,activated,2023-03-12,referral
E001452,C0603,signup,2023-01-19,referral
E001453,C0603,trial_start,2023-01-20,referral
E001454,C0603,activated,2023-01-23,referral
E001455,C0604,signup,2023-03-25,organic
E001456,C0604,trial_start,2023-03-26,organic
E001457,C0604,activated,2023-03-30,organic
E001458,C0605,signup,2023-02-24,referral
E001459,C0605,trial_start,2023-02-25,referral
E001460,C0606,signup,2023-02-17,organic
E001461,C0606,churned,2023-05-14,organic
E001462,C0607,signup,2023-03-09,referral
E001463,C0607,trial_start,2023-03-10,referral
E001464,C0607,activated,2023-03-13,referral
E001465,C0608,signup,2023-03-19,ads
E001466,C0608,trial_start,2023-03-20,ads
E001467,C0609,signup,2023-02-05,referral
E001468,C0610,signup,2023-03-19,organic
E001469,C0610,trial_start,2023-03-20,organic
E001470,C0610,activated,2023-03-25,organic
E001471,C0611,signup,2023-02-17,ads
E001472,C0611,signup,2023-02-17,ads
E001473,C0611,churned,2023-04-10,ads
E001474,C0612,signup,2023-01-11,outbound
E001475,C0612,churned,2023-05-02,outbound
E001476,C0613,signup,2023-02-10,ads
E001477,C0613,signup,2023-02-10,ads
E001478,C0613,trial_start,2023-02-11,ads
E001479,C0613,churned,2023-05-29,ads
E001480,C0614,signup,2023-02-12,ads
E001481,C0615,signup,2023-03-17,outbound
E001482,C0615,trial_start,2023-03-18,outbound
E001483,C0615,activated,2023-03-22,outbound
E001484,C0616,signup,2023-01-09,ads
E001485,C0616,churned,2023-03-14,ads
E001486,C0617,signup,2023-01-23,ads
E001487,C0617,trial_start,2023-01-24,ads
E001488,C0617,activated,2023-01-29,ads
E001489,C0618,signup,2023-02-09,ads
E001490,C0618,trial_start,2023-02-10,ads
E001491,C0618,activated,2023-02-15,ads
E001492,C0619,signup,2023-03-14,ads
E001493,C0619,trial_start,2023-03-15,ads
E001494,C0619,churned,2023-04-24,ads
E001495,C0620,signup,2023-02-10,outbound
E001496,C0621,signup,2023-01-28,ads
E001497,C0621,trial_start,2023-01-29,ads
E001498,C0622,signup,2023-03-29,referral
E001499,C0622,churned,2023-05-14,referral
E001500,C0623,signup,2023-01-07,referral
E001501,C0623,trial_start,2023-01-08,referral
E001502,C0623,activated,2023-01-13,referral
E001503,C0624,signup,2023-01-25,outbound
E001504,C0624,trial_start,2023-01-26,outbound
E001505,C0625,signup,2023-02-03,organic
E001506,C0625,signup,2023-02-03,organic
E001507,C0625,trial_start,2023-02-04,organic
E001508,C0625,activated,2023-02-09,organic
E001509,C0626,signup,2023-01-05,outbound
E001510,C0626,trial_start,2023-01-06,outbound
E001511,C0626,activated,2023-01-11,outbound
E001512,C0626,churned,2023-05-04,outbound
E001513,C0627,signup,2023-02-14,organic
E001514,C0627,trial_start,2023-02-15,organic
E001515,C0627,activated,2023-02-18,organic
E001516,C0628,signup,2023-01-12,referral
E001517,C0628,trial_start,2023-01-13,referral
E001518,C0628,activated,2023-01-16,referral
E001519,C0628,churned,2023-02-25,referral
E001520,C0629,signup,2023-03-02,outbound
E001521,C0629,trial_start,2023-03-03,outbound
E001522,C0629,activated,2023-03-07,outbound
E001523,C0630,signup,2023-02-11,ads
E001524,C0630,trial_start,2023-02-12,ads
E001525,C0630,churned,2023-05-05,ads
E001526,C0631,signup,2023-02-12,organic
E001527,C0631,churned,2023-04-28,organic
E001528,C0632,signup,2023-01-21,referral
E001529,C0632,trial_start,2023-01-22,referral
E001530,C0632,activated,2023-01-27,referral
E001531,C0633,signup,2023-02-21,organic
E001532,C0633,trial_start,2023-02-22,organic
E001533,C0634,signup,2023-03-28,organic
E001534,C0634,trial_start,2023-03-29,organic
E001535,C0634,churned,2023-06-30,organic
E001536,C0635,signup,2023-02-23,ads
E001537,C0635,trial_start,2023-02-24,ads
E001538,C0635,activated,2023-03-01,ads
E001539,C0635,churned,2023-05-29,ads
E001540,C0636,signup,2023-02-08,outbound
E001541,C0637,signup,2023-03-14,outbound
E001542,C0637,trial_start,2023-03-15,outbound
E001543,C0637,activated,2023-03-16,outbound
E001544,C0638,signup,2023-01-19,referral
E001545,C0638,trial_start,2023-01-20,referral
E001546,C0638,activated,2023-01-21,referral
E001547,C0639,signup,2023-01-23,outbound
E001548,C0639,trial_start,2023-01-24,outbound
E001549,C0639,activated,2023-01-26,outbound
E001550,C0640,signup,2023-01-20,outbound
E001551,C0641,signup,2023-01-21,organic
E001552,C0641,trial_start,2023-01-22,organic
E001553,C0642,signup,2023-03-27,organic
E001554,C0642,trial_start,2023-03-28,organic
E001555,C0642,activated,2023-03-29,organic
E001556,C0643,signup,2023-01-18,referral
E001557,C0643,trial_start,2023-01-19,referral
E001558,C0643,activated,2023-01-23,referral
E001559,C0644,signup,2023-02-14,ads
E001560,C0645,signup,2023-03-19,outbound
E001561,C0645,trial_start,2023-03-20,outbound
E001562,C0645,activated,2023-03-25,outbound
E001563,C0646,signup,2023-01-10,organic
E001564,C0646,trial_start,2023-01-11,organic
E001565,C0646,activated,2023-01-13,organic
E001566,C0647,signup,2023-02-13,ads
E001567,C0647,trial_start,2023-02-14,ads
E001568,C0647,activated,2023-02-17,ads
E001569,C0648,signup,2023-01-05,organic
E001570,C0648,churned,2023-03-26,organic
E001571,C0649,signup,2023-03-01,ads
E001572,C0649,trial_start,2023-03-02,ads
E001573,C0650,signup,2023-01-02,organic
E001574,C0650,trial_start,2023-01-03,organic
E001575,C0650,activated,2023-01-07,organic
E001576,C0650,churned,2023-04-25,organic
E001577,C0651,signup,2023-02-24,organic
E001578,C0651,trial_start,2023-02-25,organic
E001579,C0651,activated,2023-02-26,organic
E001580,C0652,signup,2023-03-06,organic
E001581,C0652,trial_start,2023-03-07,organic
E001582,C0652,activated,2023-03-12,organic
E001583,C0653,signup,2023-01-23,ads
E001584,C0653,trial_start,2023-01-24,ads
E001585,C0653,activated,2023-01-25,ads
E001586,C0653,churned,2023-04-06,ads
E001587,C0654,signup,2023-01-26,referral
E001588,C0654,trial_start,2023-01-27,referral
E001589,C0655,signup,2023-02-06,organic
E001590,C0655,signup,2023-02-06,organic
E001591,C0656,signup,2023-03-18,ads
E001592,C0656,trial_start,2023-03-19,ads
E001593,C0656,activated,2023-03-22,ads
E001594,C0657,signup,2023-03-11,ads
E001595,C0657,trial_start,2023-03-12,ads
E001596,C0657,activated,2023-03-16,ads
E001597,C0658,signup,2023-03-18,ads
E001598,C0659,signup,2023-02-01,organic
E001599,C0659,trial_start,2023-02-02,organic
E001600,C0659,activated,2023-02-04,organic
E001601,C0660,signup,2023-02-05,organic
E001602,C0660,trial_start,2023-02-06,organic
E001603,C0661,signup,2023-01-06,organic
E001604,C0661,signup,2023-01-06,organic
E001605,C0661,trial_start,2023-01-07,organic
E001606,C0661,activated,2023-01-08,organic
E001607,C0662,signup,2023-02-13,ads
E001608,C0663,signup,2023-01-24,ads
E001609,C0663,trial_start,2023-01-25,ads
E001610,C0664,signup,2023-01-15,organic
E001611,C0664,trial_start,2023-01-16,organic
E001612,C0665,signup,2023-03-30,outbound
E001613,C0665,trial_start,2023-03-31,outbound
E001614,C0665,activated,2023-04-04,outbound
E001615,C0666,signup,2023-02-05,outbound
E001616,C0666,trial_start,2023-02-06,outbound
E001617,C0666,activated,2023-02-08,outbound
E001618,C0667,signup,2023-01-01,referral
E001619,C0667,trial_start,2023-01-02,referral
E001620,C0667,activated,2023-01-04,referral
E001621,C0668,signup,2023-03-18,organic
E001622,C0668,trial_start,2023-03-19,organic
E001623,C0668,activated,2023-03-21,organic
E001624,C0668,churned,2023-05-28,organic
E001625,C0669,signup,2023-01-09,outbound
E001626,C0670,signup,2023-03-17,organic
E001627,C0670,trial_start,2023-03-18,organic
E001628,C0670,activated,2023-03-22,organic
E001629,C0671,signup,2023-02-13,ads
E001630,C0671,trial_start,2023-02-14,ads
E001631,C0671,activated,2023-02-18,ads
E001632,C0672,signup,2023-01-27,organic
E001633,C0672,trial_start,2023-01-28,organic
E001634,C0672,activated,2023-02-01,organic
E001635,C0672,churned,2023-05-10,organic
E001636,C0673,signup,2023-03-22,ads
E001637,C0673,churned,2023-06-27,ads
E001638,C0674,signup,2023-02-08,referral
E001639,C0674,trial_start,2023-02-09,referral
E001640,C0674,churned,2023-05-28,referral
E001641,C0675,signup,2023-03-21,outbound
E001642,C0675,trial_start,2023-03-22,outbound
E001643,C0675,churned,2023-05-26,outbound
E001644,C0676,signup,2023-01-31,organic
E001645,C0676,trial_start,2023-02-01,organic
E001646,C0676,activated,2023-02-02,organic
E001647,C0676,churned,2023-03-29,organic
E001648,C0677,signup,2023-01-15,outbound
E001649,C0677,trial_start,2023-01-16,outbound
E001650,C0677,activated,2023-01-20,outbound
E001651,C0678,signup,2023-01-28,referral
E001652,C0678,trial_start,2023-01-29,referral
E001653,C0678,activated,2023-02-01,referral
E001654,C0679,signup,2023-03-06,referral
E001655,C0679,trial_start,2023-03-07,referral
E001656,C0680,signup,2023-02-06,organic
E001657,C0680,trial_start,2023-02-07,organic
E001658,C0680,churned,2023-04-13,organic
E001659,C0681,signup,2023-03-10,ads
E001660,C0682,signup,2023-02-19,ads
E001661,C0682,trial_start,2023-02-20,ads
E001662,C0682,activated,2023-02-22,ads
E001663,C0683,signup,2023-01-18,outbound
E001664,C0683,trial_start,2023-01-19,outbound
E001665,C0683,activated,2023-01-24,outbound
E001666,C0684,signup,2023-02-11,ads
E001667,C0684,trial_start,2023-02-12,ads
E001668,C0685,signup,2023-01-03,referral
E001669,C0686,signup,2023-01-21,outbound
E001670,C0686,churned,2023-04-21,outbound
E001671,C0687,signup,2023-02-11,outbound
E001672,C0687,trial_start,2023-02-12,outbound
E001673,C0687,activated,2023-02-17,outbound
E001674,C0688,signup,2023-03-29,outbound
E001675,C0689,signup,2023-03-06,organic
E001676,C0690,signup,2023-02-01,outbound
E001677,C0690,churned,2023-03-07,outbound
E001678,C0691,signup,2023-03-08,organic
E001679,C0691,churned,2023-05-30,organic
E001680,C0692,signup,2023-03-10,referral
E001681,C0693,signup,2023-02-26,ads
E001682,C0694,signup,2023-01-06,organic
E001683,C0695,signup,2023-02-24,organic
E001684,C0695,trial_start,2023-02-25,organic
E001685,C0696,signup,2023-01-22,ads
E001686,C0696,trial_start,2023-01-23,ads
E001687,C0696,activated,2023-01-25,ads
E001688,C0697,signup,2023-02-03,outbound
E001689,C0697,signup,2023-02-03,outbound
E001690,C0697,trial_start,2023-02-04,outbound
E001691,C0697,activated,2023-02-08,outbound
E001692,C0698,signup,2023-02-13,referral
E001693,C0698,trial_start,2023-02-14,referral
E001694,C0699,signup,2023-03-18,referral
E001695,C0699,signup,2023-03-18,referral
E001696,C0699,trial_start,2023-03-19,referral
E001697,C0699,activated,2023-03-20,referral
E001698,C0699,churned,2023-06-03,referral
E001699,C0700,signup,2023-02-07,referral
E001700,C0701,signup,2023-03-02,referral
E001701,C0701,trial_start,2023-03-03,referral
E001702,C0701,activated,2023-03-05,referral
E001703,C0701,churned,2023-05-08,referral
E001704,C0702,signup,2023-02-02,organic
E001705,C0702,trial_start,2023-02-03,organic
E001706,C0702,activated,2023-02-06,organic
E001707,C0702,churned,2023-03-05,organic
E001708,C0703,signup,2023-02-16,referral
E001709,C0704,signup,2023-03-03,organic
E001710,C0704,trial_start,2023-03-04,organic
E001711,C0704,activated,2023-03-06,organic
E001712,C0705,signup,2023-03-08,referral
E001713,C0706,signup,2023-03-09,outbound
E001714,C0706,trial_start,2023-03-10,outbound
E001715,C0706,activated,2023-03-11,outbound
E001716,C0707,signup,2023-01-27,referral
E001717,C0707,trial_start,2023-01-28,referral
E001718,C0708,signup,2023-02-15,outbound
E001719,C0708,trial_start,2023-02-16,outbound
E001720,C0708,churned,2023-05-23,outbound
E001721,C0709,signup,2023-01-26,outbound
E001722,C0709,trial_start,2023-01-27,outbound
E001723,C0710,signup,2023-02-04,ads
E001724,C0710,trial_start,2023-02-05,ads
E001725,C0711,signup,2023-02-27,ads
E001726,C0711,trial_start,2023-02-28,ads
E001727,C0711,activated,2023-03-02,ads
E001728,C0712,signup,2023-01-30,outbound
E001729,C0712,trial_start,2023-01-31,outbound
E001730,C0712,activated,2023-02-05,outbound
E001731,C0713,signup,2023-01-12,referral
E001732,C0714,signup,2023-03-08,outbound
E001733,C0714,trial_start,2023-03-09,outbound
E001734,C0714,activated,2023-03-14,outbound
E001735,C0715,signup,2023-03-10,ads
E001736,C0715,trial_start,2023-03-11,ads
E001737,C0715,churned,2023-06-09,ads
E001738,C0716,signup,2023-02-26,ads
E001739,C0716,signup,2023-02-26,ads
E001740,C0716,trial_start,2023-02-27,ads
E001741,C0716,activated,2023-03-01,ads
E001742,C0717,signup,2023-03-14,referral
E001743,C0717,signup,2023-03-14,referral
E001744,C0717,trial_start,2023-03-15,referral
E001745,C0718,signup,2023-03-24,organic
E001746,C0719,signup,2023-01-01,organic
E001747,C0719,trial_start,2023-01-02,organic
E001748,C0719,activated,2023-01-04,organic
E001749,C0720,signup,2023-03-07,organic
E001750,C0720,trial_start,2023-03-08,organic
E001751,C0720,activated,2023-03-13,organic
E001752,C0720,churned,2023-05-11,organic
E001753,C0721,signup,2023-03-22,referral
E001754,C0722,signup,2023-01-01,organic
E001755,C0723,signup,2023-01-23,outbound
E001756,C0723,signup,2023-01-23,outbound
E001757,C0723,trial_start,2023-01-24,outbound
E001758,C0723,activated,2023-01-28,outbound
E001759,C0724,signup,2023-01-25,outbound
E001760,C0724,churned,2023-04-29,outbound
E001761,C0725,signup,2023-02-10,referral
E001762,C0725,trial_start,2023-02-11,referral
E001763,C0726,signup,2023-03-15,outbound
E001764,C0726,trial_start,2023-03-16,outbound
E001765,C0726,activated,2023-03-20,outbound
E001766,C0727,signup,2023-03-20,outbound
E001767,C0727,trial_start,2023-03-21,outbound
E001768,C0727,activated,2023-03-25,outbound
E001769,C0728,signup,2023-02-04,organic
E001770,C0728,trial_start,2023-02-05,organic
E001771,C0729,signup,2023-01-19,referral
E001772,C0730,signup,2023-02-27,referral
E001773,C0730,trial_start,2023-02-28,referral
E001774,C0730,churned,2023-05-19,referral
E001775,C0731,signup,2023-02-22,ads
E001776,C0732,signup,2023-01-03,referral
E001777,C0732,trial_start,2023-01-04,referral
E001778,C0733,signup,2023-01-04,referral
E001779,C0734,signup,2023-01-28,outbound
E001780,C0734,trial_start,2023-01-29,outbound
E001781,C0734,activated,2023-01-30,outbound
E001782,C0734,churned,2023-04-09,outbound
E001783,C0735,signup,2023-03-17,organic
E001784,C0735,churned,2023-07-09,organic
E001785,C0736,signup,2023-03-30,organic
E001786,C0736,churned,2023-07-15,organic
E001787,C0737,signup,2023-01-08,organic
E001788,C0737,trial_start,2023-01-09,organic
E001789,C0737,activated,2023-01-12,organic
E001790,C0738,signup,2023-01-15,referral
E001791,C0738,churned,2023-04-07,referral
E001792,C0739,signup,2023-01-20,outbound
E001793,C0739,trial_start,2023-01-21,outbound
E001794,C0739,activated,2023-01-25,outbound
E001795,C0739,churned,2023-05-03,outbound
E001796,C0740,signup,2023-03-13,referral
E001797,C0740,trial_start,2023-03-14,referral
E001798,C0740,activated,2023-03-15,referral
E001799,C0741,signup,2023-02-16,referral
E001800,C0741,trial_start,2023-02-17,referral
E001801,C0741,churned,2023-05-16,referral
E001802,C0742,signup,2023-02-28,outbound
E001803,C0742,trial_start,2023-03-01,outbound
E001804,C0743,signup,2023-01-18,ads
E001805,C0743,trial_start,2023-01-19,ads
E001806,C0743,activated,2023-01-23,ads
E001807,C0744,signup,2023-03-07,ads
E001808,C0744,trial_start,2023-03-08,ads
E001809,C0745,signup,2023-03-10,referral
E001810,C0745,trial_start,2023-03-11,referral
E001811,C0746,signup,2023-03-13,ads
E001812,C0746,trial_start,2023-03-14,ads
E001813,C0747,signup,2023-03-15,ads
E001814,C0747,trial_start,2023-03-16,ads
E001815,C0748,signup,2023-02-05,organic
E001816,C0749,signup,2023-03-25,outbound
E001817,C0749,trial_start,2023-03-26,outbound
E001818,C0749,activated,2023-03-30,outbound
E001819,C0750,signup,2023-01-03,organic
E001820,C0750,trial_start,2023-01-04,organic
E001821,C0751,signup,2023-01-29,ads
E001822,C0751,trial_start,2023-01-30,ads
E001823,C0752,signup,2023-03-10,referral
E001824,C0752,trial_start,2023-03-11,referral
E001825,C0753,signup,2023-03-15,referral
E001826,C0753,churned,2023-05-07,referral
E001827,C0754,signup,2023-01-04,ads
E001828,C0754,churned,2023-02-19,ads
E001829,C0755,signup,2023-01-09,referral
E001830,C0755,trial_start,2023-01-10,referral
E001831,C0755,activated,2023-01-12,referral
E001832,C0755,churned,2023-02-28,referral
E001833,C0756,signup,2023-02-04,organic
E001834,C0757,signup,2023-01-18,ads
E001835,C0757,churned,2023-04-06,ads
E001836,C0758,signup,2023-02-26,ads
E001837,C0758,churned,2023-04-03,ads
E001838,C0759,signup,2023-02-26,organic
E001839,C0759,trial_start,2023-02-27,organic
E001840,C0759,activated,2023-02-28,organic
E001841,C0759,churned,2023-04-19,organic
E001842,C0760,signup,2023-01-21,ads
E001843,C0760,trial_start,2023-01-22,ads
E001844,C0760,activated,2023-01-27,ads
E001845,C0761,signup,2023-02-23,referral
E001846,C0762,signup,2023-03-03,referral
E001847,C0762,trial_start,2023-03-04,referral
E001848,C0762,activated,2023-03-05,referral
E001849,C0763,signup,2023-02-21,organic
E001850,C0763,trial_start,2023-02-22,organic
E001851,C0763,activated,2023-02-25,organic
E001852,C0764,signup,2023-03-25,organic
E001853,C0764,churned,2023-07-15,organic
E001854,C0765,signup,2023-03-02,organic
E001855,C0765,signup,2023-03-02,organic
E001856,C0766,signup,2023-01-06,referral
E001857,C0766,trial_start,2023-01-07,referral
E001858,C0766,activated,2023-01-09,referral
E001859,C0767,signup,2023-03-30,outbound
E001860,C0767,trial_start,2023-03-31,outbound
E001861,C0767,activated,2023-04-02,outbound
E001862,C0768,signup,2023-02-17,referral
E001863,C0769,signup,2023-03-08,outbound
E001864,C0770,signup,2023-02-16,outbound
E001865,C0770,trial_start,2023-02-17,outbound
E001866,C0770,activated,2023-02-21,outbound
E001867,C0770,churned,2023-05-08,outbound
E001868,C0771,signup,2023-02-03,referral
E001869,C0771,trial_start,2023-02-04,referral
E001870,C0771,activated,2023-02-05,referral
E001871,C0772,signup,2023-01-19,ads
E001872,C0772,trial_start,2023-01-20,ads
E001873,C0772,activated,2023-01-25,ads
E001874,C0773,signup,2023-01-21,outbound
E001875,C0773,trial_start,2023-01-22,outbound
E001876,C0773,activated,2023-01-26,outbound
E001877,C0774,signup,2023-03-02,ads
E001878,C0774,trial_start,2023-03-03,ads
E001879,C0775,signup,2023-02-09,ads
E001880,C0776,signup,2023-03-26,referral
E001881,C0777,signup,2023-03-03,ads
E001882,C0778,signup,2023-01-29,outbound
E001883,C0778,churned,2023-05-23,outbound
E001884,C0779,signup,2023-01-13,ads
E001885,C0779,trial_start,2023-01-14,ads
E001886,C0779,churned,2023-03-16,ads
E001887,C0780,signup,2023-03-26,outbound
E001888,C0781,signup,2023-01-17,referral
E001889,C0781,trial_start,2023-01-18,referral
E001890,C0781,activated,2023-01-19,referral
E001891,C0782,signup,2023-03-22,organic
E001892,C0782,signup,2023-03-22,organic
E001893,C0782,trial_start,2023-03-23,organic
E001894,C0782,activated,2023-03-25,organic
E001895,C0783,signup,2023-01-21,outbound
E001896,C0783,trial_start,2023-01-22,outbound
E001897,C0783,activated,2023-01-25,outbound
E001898,C0783,churned,2023-05-04,outbound
E001899,C0784,signup,2023-02-27,organic
E001900,C0784,trial_start,2023-02-28,organic
E001901,C0784,activated,2023-03-04,organic
E001902,C0784,churned,2023-05-03,organic
E001903,C0785,signup,2023-02-13,referral
E001904,C0785,trial_start,2023-02-14,referral
E001905,C0785,activated,2023-02-18,referral
E001906,C0786,signup,2023-03-26,organic
E001907,C0786,signup,2023-03-26,organic
E001908,C0787,signup,2023-01-09,referral
E001909,C0787,trial_start,2023-01-10,referral
E001910,C0787,activated,2023-01-15,referral
E001911,C0787,churned,2023-03-09,referral
E001912,C0788,signup,2023-01-15,organic
E001913,C0788,churned,2023-03-30,organic
E001914,C0789,signup,2023-02-27,referral
E001915,C0789,churned,2023-06-01,referral
E001916,C0790,signup,2023-02-20,outbound
E001917,C0791,signup,2023-03-29,outbound
E001918,C0791,trial_start,2023-03-30,outbound
E001919,C0792,signup,2023-03-14,outbound
E001920,C0792,trial_start,2023-03-15,outbound
